,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio,nodes
2805,D:/Dataset/cubicasa5k//high_quality/8369/model.svg,8369,"['Bath0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4,"[1, 36, 41, 46, 47]"
1273,D:/Dataset/cubicasa5k//high_quality_architectural/10276/model.svg,10276,"['Outdoor0', 'LivingRoom0', 'Other0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Storage0', 'Bath0', 'Other1', 'Entry1', 'Bath1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 8. ... 0. 0. 0.]
 [0. 5. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,3,0.23076923076923078,"[60, 41, 46, 26, 11, 12, 36, 70, 1, 47, 27, 2, 52]"
2890,D:/Dataset/cubicasa5k//high_quality/1412/model.svg,1412,"['Kitchen0', 'Dining0', 'Other0', 'LivingRoom0', 'Entry0', 'Outdoor0', 'Outdoor1', 'Garage0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bath0', 'Storage1', 'Other1', 'Storage2', 'Other2', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,4,0.23529411764705882,"[36, 21, 46, 41, 26, 60, 61, 31, 11, 12, 70, 1, 71, 47, 72, 52, 53]"
1747,D:/Dataset/cubicasa5k//high_quality_architectural/11948/model.svg,11948,"['Other0', 'Outdoor0', 'Outdoor1', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Storage0', 'Entry1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[46, 60, 61, 26, 41, 36, 11, 1, 70, 27, 71]"
3135,D:/Dataset/cubicasa5k//high_quality/12709/model.svg,12709,"['Other0', 'Other1', 'Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855,"[46, 47, 60, 26, 36, 41, 52]"
591,D:/Dataset/cubicasa5k//high_quality_architectural/4529/model.svg,4529,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Other0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25,"[60, 41, 26, 46, 36, 11, 1, 47]"
1379,D:/Dataset/cubicasa5k//high_quality_architectural/10630/model.svg,10630,"['LivingRoom0', 'Dining0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Garage0', 'Bedroom3', 'Kitchen0', 'Bath0', 'Other0', 'Entry1', 'Other1', 'Storage1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,2,0.125,"[41, 21, 26, 11, 12, 70, 13, 31, 14, 36, 1, 46, 27, 47, 71, 2]"
39,D:/Dataset/cubicasa5k//high_quality_architectural/3937/model.svg,3937,"['Other0', 'Kitchen0', 'Bedroom0', 'Outdoor0', 'Kitchen1', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855,"[46, 36, 11, 60, 37, 47, 52]"
942,D:/Dataset/cubicasa5k//high_quality_architectural/4855/model.svg,4855,"['Outdoor0', 'Outdoor1', 'Storage0', 'Bath0', 'Bedroom0', 'Bath1', 'Entry0', 'LivingRoom0', 'Dining0', 'Kitchen0', 'Other0', 'Bedroom1', 'Bedroom2', 'Other1', 'Entry1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,2,0.125,"[60, 61, 70, 1, 11, 2, 26, 41, 21, 36, 46, 12, 13, 47, 27, 71]"
1844,D:/Dataset/cubicasa5k//high_quality_architectural/12277/model.svg,12277,"['Outdoor0', 'Bedroom0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Storage0', 'Storage1', 'Garage0', 'Bedroom1', 'Bath0', 'Other1', 'Storage2', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333,"[60, 11, 26, 36, 41, 46, 70, 71, 31, 12, 1, 47, 72, 27, 2]"
1291,D:/Dataset/cubicasa5k//high_quality_architectural/10348/model.svg,10348,"['LivingRoom0', 'Kitchen0', 'Outdoor0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4,"[41, 36, 60, 46, 47]"
644,D:/Dataset/cubicasa5k//high_quality_architectural/1018/model.svg,1018,"['Outdoor0', 'LivingRoom0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",3,1,0.3333333333333333,"[60, 41, 46]"
931,D:/Dataset/cubicasa5k//high_quality_architectural/9109/model.svg,9109,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Kitchen0', 'Dining0', 'Bedroom0', 'LivingRoom0', 'Entry0', 'Bath0', 'Storage0', 'Bedroom1', 'Storage1', 'Bedroom2', 'Bedroom3', 'Entry1', 'Storage2', 'Other0', 'Bath1', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,1,0.05263157894736842,"[60, 61, 62, 36, 21, 11, 41, 26, 1, 70, 12, 71, 13, 14, 27, 72, 46, 2, 3]"
3476,D:/Dataset/cubicasa5k//high_quality/14017/model.svg,14017,"['Kitchen0', 'Dining0', 'Entry0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,0,0.0,"[36, 21, 26, 41, 60, 11, 12, 13, 1, 2]"
2167,D:/Dataset/cubicasa5k//high_quality_architectural/13575/model.svg,13575,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bedroom2', 'Bath0', 'Other0', 'Entry1', 'Other1', 'Other2', 'Storage0', 'Bath1', 'Other3', 'Storage1', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,5,0.29411764705882354,"[60, 26, 41, 11, 12, 36, 13, 1, 46, 27, 47, 52, 70, 2, 53, 71, 54]"
275,D:/Dataset/cubicasa5k//high_quality_architectural/7085/model.svg,7085,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Outdoor1', 'Other0', 'Other1', 'Garage0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Bath0', 'Other2', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,3,0.1875,"[60, 41, 26, 36, 61, 46, 47, 31, 11, 12, 70, 13, 1, 52, 2, 71]"
303,D:/Dataset/cubicasa5k//high_quality_architectural/9136/model.svg,9136,"['Other0', 'Bath0', 'Outdoor0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath1', 'Storage0', 'Other1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 1. ... 0. 0. 0.]
 [0. 2. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,2,0.15384615384615385,"[46, 1, 60, 61, 41, 36, 11, 12, 13, 2, 70, 47, 71]"
257,D:/Dataset/cubicasa5k//high_quality_architectural/8744/model.svg,8744,"['LivingRoom0', 'Entry0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,1,0.25,"[41, 26, 1, 46]"
1721,D:/Dataset/cubicasa5k//high_quality_architectural/11860/model.svg,11860,"['Other0', 'Kitchen0', 'Entry0', 'Outdoor0', 'Bedroom0', 'Bath0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[46, 36, 26, 60, 11, 1, 27]"
1307,D:/Dataset/cubicasa5k//high_quality_architectural/10380/model.svg,10380,"['Entry0', 'Kitchen0', 'Outdoor0', 'Dining0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0', 'Other0', 'Storage1', 'Entry1', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693,"[26, 36, 60, 21, 41, 11, 12, 1, 70, 46, 71, 27, 61]"
1410,D:/Dataset/cubicasa5k//high_quality_architectural/10726/model.svg,10726,"['Garage0', 'Outdoor0', 'LivingRoom0', 'Outdoor1', 'Other0', 'Storage0', 'Bath0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Storage1', 'Other1', 'Bath1', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 1. ... 0. 0. 0.]
 [0. 2. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285,"[31, 60, 41, 61, 46, 70, 1, 11, 36, 12, 71, 47, 2, 26]"
1876,D:/Dataset/cubicasa5k//high_quality_architectural/12507/model.svg,12507,"['Other0', 'Kitchen0', 'Other1', 'Entry0', 'Outdoor0', 'Bedroom0', 'Outdoor1', 'Other2', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[46, 36, 47, 26, 60, 11, 61, 52, 1]"
2532,D:/Dataset/cubicasa5k//colorful/1875/model.svg,1875,"['LivingRoom0', 'LivingRoom1', 'Entry0', 'Kitchen0', 'Bath0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[41, 42, 26, 36, 1, 60]"
698,D:/Dataset/cubicasa5k//high_quality_architectural/8310/model.svg,8310,"['Outdoor0', 'Other0', 'Bath0', 'Kitchen0', 'Other1', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,2,0.3333333333333333,"[60, 46, 1, 36, 47, 26]"
957,D:/Dataset/cubicasa5k//high_quality_architectural/6041/model.svg,6041,"['Entry0', 'Kitchen0', 'Entry1', 'Entry2', 'Dining0', 'LivingRoom0', 'Bedroom0', 'Storage0', 'Bath0', 'Other0', 'Other1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,2,0.16666666666666666,"[26, 36, 27, 28, 21, 41, 11, 70, 1, 46, 47, 2]"
2191,D:/Dataset/cubicasa5k//high_quality_architectural/13654/model.svg,13654,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Storage0', 'Bedroom0', 'Bath0', 'Bath1', 'LivingRoom0', 'Other0', 'Kitchen0', 'Bedroom1', 'Storage1', 'Other1', 'Bath2', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 5. ... 0. 0. 0.]
 [0. 8. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333,"[60, 61, 62, 70, 11, 1, 2, 41, 46, 36, 12, 71, 47, 3, 26]"
2380,D:/Dataset/cubicasa5k//high_quality_architectural/14489/model.svg,14489,"['Outdoor0', 'Dining0', 'LivingRoom0', 'Kitchen0', 'Other0', 'Bedroom0', 'Bedroom1', 'Other1', 'Other2', 'Storage0', 'Other3', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,5,0.4166666666666667,"[60, 21, 41, 36, 46, 11, 12, 47, 52, 70, 53, 54]"
1682,D:/Dataset/cubicasa5k//high_quality_architectural/11723/model.svg,11723,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Other0', 'Kitchen1', 'Entry1', 'Bath1', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[60, 61, 62, 26, 36, 41, 11, 12, 13, 1, 46, 37, 27, 2, 3]"
3138,D:/Dataset/cubicasa5k//high_quality/12790/model.svg,12790,"['Storage0', 'Bath0', 'Kitchen0', 'Bedroom0', 'Entry0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[70, 1, 36, 11, 26, 41, 60]"
1632,D:/Dataset/cubicasa5k//high_quality_architectural/11559/model.svg,11559,"['Bedroom0', 'Other0', 'Outdoor0', 'LivingRoom0', 'Kitchen0', 'Dining0', 'Other1', 'Bedroom1', 'Bath0', 'Other2', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,3,0.2727272727272727,"[11, 46, 60, 41, 36, 21, 47, 12, 1, 52, 70]"
1169,D:/Dataset/cubicasa5k//high_quality_architectural/5066/model.svg,5066,"['Other0', 'Storage0', 'Other1', 'Bath0', 'Kitchen0', 'Other2', 'Other3', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,4,0.4444444444444444,"[46, 70, 47, 1, 36, 52, 53, 41, 60]"
2486,D:/Dataset/cubicasa5k//high_quality_architectural/20035/model.svg,20035,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bath0', 'Bedroom0', 'Storage0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[60, 41, 36, 26, 1, 11, 70, 46]"
3507,D:/Dataset/cubicasa5k//colorful/14923/model.svg,14923,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Other0', 'Other1', 'Bedroom0', 'Bath0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[60, 36, 26, 41, 46, 47, 11, 1, 52]"
2789,D:/Dataset/cubicasa5k//high_quality/5879/model.svg,5879,"['Bath0', 'Storage0', 'Bedroom0', 'Bedroom1', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bath1', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,0,0.0,"[1, 70, 11, 12, 41, 26, 36, 2, 60]"
2534,D:/Dataset/cubicasa5k//colorful/1042/model.svg,1042,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bath0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,0,0.0,"[60, 41, 26, 36, 11, 12, 70, 1, 2]"
2016,D:/Dataset/cubicasa5k//high_quality_architectural/12969/model.svg,12969,"['Outdoor0', 'Entry0', 'Kitchen0', 'Other0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,1,0.2,"[60, 26, 36, 46, 1]"
1445,D:/Dataset/cubicasa5k//high_quality_architectural/11002/model.svg,11002,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Bath0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[60, 26, 41, 36, 1, 27]"
1246,D:/Dataset/cubicasa5k//high_quality_architectural/10203/model.svg,10203,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Other0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[60, 61, 41, 36, 11, 46, 1, 70]"
805,D:/Dataset/cubicasa5k//high_quality_architectural/9040/model.svg,9040,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Bath0', 'Kitchen0', 'LivingRoom0', 'Garage0', 'Bedroom0', 'Other0', 'Storage0', 'Bath1', 'Entry0', 'Other1', 'Other2', 'Other3', 'Dining0', 'Entry1', 'Bedroom1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,4,0.2222222222222222,"[60, 61, 62, 1, 36, 41, 31, 11, 46, 70, 2, 26, 47, 52, 53, 21, 27, 12]"
2356,D:/Dataset/cubicasa5k//high_quality_architectural/14394/model.svg,14394,"['Outdoor0', 'LivingRoom0', 'Other0', 'Other1', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,2,0.3333333333333333,"[60, 41, 46, 47, 36, 1]"
3370,D:/Dataset/cubicasa5k//high_quality_architectural/6274/model.svg,6274,"['Outdoor0', 'Storage0', 'Other0', 'Other1', 'Kitchen0', 'LivingRoom0', 'Bedroom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857,"[60, 70, 46, 47, 36, 41, 11]"
1983,D:/Dataset/cubicasa5k//high_quality_architectural/12860/model.svg,12860,"['LivingRoom0', 'Bedroom0', 'Entry0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[41, 11, 26, 36, 1, 70]"
1947,D:/Dataset/cubicasa5k//high_quality_architectural/12712/model.svg,12712,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25,"[60, 41, 26, 11, 12, 36, 46, 47]"
1162,D:/Dataset/cubicasa5k//high_quality_architectural/164/model.svg,164,"['LivingRoom0', 'Entry0', 'Other0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Storage0', 'Entry1', 'Bath1', 'Storage1', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693,"[41, 26, 46, 11, 36, 12, 1, 70, 27, 2, 71, 60, 61]"
2516,D:/Dataset/cubicasa5k//colorful/3836/model.svg,3836,"['Outdoor0', 'Other0', 'Other1', 'Other2', 'Kitchen0', 'LivingRoom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855,"[60, 46, 47, 52, 36, 41, 1]"
