,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio
3133,D:/Dataset/cubicasa5k//high_quality/12697/model.svg,12697,"['Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Other0', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,3,0.375
3135,D:/Dataset/cubicasa5k//high_quality/12709/model.svg,12709,"['Other0', 'Other1', 'Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855
3136,D:/Dataset/cubicasa5k//high_quality/12718/model.svg,12718,"['Kitchen0', 'LivingRoom0', 'Entry0', 'Outdoor0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
3137,D:/Dataset/cubicasa5k//high_quality/12761/model.svg,12761,"['Outdoor0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
3138,D:/Dataset/cubicasa5k//high_quality/12790/model.svg,12790,"['Storage0', 'Bath0', 'Kitchen0', 'Bedroom0', 'Entry0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
3139,D:/Dataset/cubicasa5k//high_quality/12803/model.svg,12803,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
3140,D:/Dataset/cubicasa5k//high_quality/12806/model.svg,12806,"['LivingRoom0', 'LivingRoom1', 'Kitchen0', 'Bath0', 'Storage0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
3141,D:/Dataset/cubicasa5k//high_quality/12817/model.svg,12817,"['Bath0', 'Bedroom0', 'LivingRoom0', 'Bedroom1', 'Bedroom2', 'Kitchen0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
3142,D:/Dataset/cubicasa5k//high_quality/12840/model.svg,12840,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Dining0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
3143,D:/Dataset/cubicasa5k//high_quality/12853/model.svg,12853,"['Kitchen0', 'Dining0', 'LivingRoom0', 'Entry0', 'Outdoor0', 'Outdoor1', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0', 'Storage0', 'Entry1', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142
3144,D:/Dataset/cubicasa5k//high_quality/12874/model.svg,12874,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
3146,D:/Dataset/cubicasa5k//high_quality/12919/model.svg,12919,"['Other0', 'Entry0', 'Other1', 'Kitchen0', 'LivingRoom0', 'Dining0', 'Other2', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,3,0.2727272727272727
3147,D:/Dataset/cubicasa5k//high_quality/12940/model.svg,12940,"['Outdoor0', 'Dining0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bath0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
3148,D:/Dataset/cubicasa5k//high_quality/12961/model.svg,12961,"['Bath0', 'Other0', 'Entry0', 'Bedroom0', 'Kitchen0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
3149,D:/Dataset/cubicasa5k//high_quality/12980/model.svg,12980,"['Outdoor0', 'Other0', 'Entry0', 'Kitchen0', 'Dining0', 'Other1', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857
3150,D:/Dataset/cubicasa5k//high_quality/13005/model.svg,13005,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Other0', 'Other1', 'Other2', 'Entry1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,3,0.25
3151,D:/Dataset/cubicasa5k//high_quality/13008/model.svg,13008,"['Other0', 'Outdoor0', 'Bath0', 'Storage0', 'Bath1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Kitchen0', 'LivingRoom0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
3152,D:/Dataset/cubicasa5k//high_quality/13017/model.svg,13017,"['Storage0', 'Other0', 'Other1', 'Bath0', 'Bedroom0', 'Storage1', 'Storage2', 'Bedroom1', 'Outdoor0', 'Garage0', 'Outdoor1', 'Outdoor2', 'Other2', 'LivingRoom0', 'Kitchen0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,3,0.1875
3153,D:/Dataset/cubicasa5k//high_quality/13025/model.svg,13025,"['LivingRoom0', 'Entry0', 'Kitchen0', 'Dining0', 'Outdoor0', 'Other0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
3154,D:/Dataset/cubicasa5k//high_quality/13029/model.svg,13029,"['Storage0', 'Other0', 'Other1', 'Other2', 'LivingRoom0', 'Bedroom0', 'Other3', 'Entry0', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Other4', 'Storage1', 'Storage2', 'Storage3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,5,0.2631578947368421
3155,D:/Dataset/cubicasa5k//high_quality/13033/model.svg,13033,"['Outdoor0', 'Dining0', 'Kitchen0', 'Outdoor1', 'Other0', 'LivingRoom0', 'Entry0', 'Storage0', 'Bath0', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
3156,D:/Dataset/cubicasa5k//high_quality/13064/model.svg,13064,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
3157,D:/Dataset/cubicasa5k//high_quality/13067/model.svg,13067,"['LivingRoom0', 'Kitchen0', 'Bedroom0', 'Entry0', 'Outdoor0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666
3158,D:/Dataset/cubicasa5k//high_quality/13079/model.svg,13079,"['Kitchen0', 'Entry0', 'Other0', 'LivingRoom0', 'Other1', 'Bath0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855
3159,D:/Dataset/cubicasa5k//high_quality/13081/model.svg,13081,"['Outdoor0', 'Other0', 'Other1', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other2', 'Bedroom0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333
3160,D:/Dataset/cubicasa5k//high_quality/13090/model.svg,13090,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Other0', 'Bath0', 'Bath1', 'Storage1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142
3161,D:/Dataset/cubicasa5k//high_quality/13094/model.svg,13094,"['Other0', 'Entry0', 'Bath0', 'Kitchen0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4
3162,D:/Dataset/cubicasa5k//high_quality/13107/model.svg,13107,"['Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Storage0', 'Other0', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
3164,D:/Dataset/cubicasa5k//high_quality/13117/model.svg,13117,"['Other0', 'Other1', 'Kitchen0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bath0', 'Storage0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333
3165,D:/Dataset/cubicasa5k//high_quality/13124/model.svg,13124,"['Bath0', 'Bath1', 'Storage0', 'Other0', 'Bath2', 'Storage1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other1', 'Entry0', 'LivingRoom0', 'Other2', 'Outdoor0', 'Outdoor1', 'Garage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,3,0.1875
3166,D:/Dataset/cubicasa5k//high_quality/13137/model.svg,13137,"['Other0', 'Bath0', 'Bedroom0', 'LivingRoom0', 'Bedroom1', 'Kitchen0', 'Other1', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25
3167,D:/Dataset/cubicasa5k//high_quality/13145/model.svg,13145,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Outdoor3', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Other0', 'Other1', 'Bath0', 'Entry1', 'Other2', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,3,0.17647058823529413
3168,D:/Dataset/cubicasa5k//high_quality/13164/model.svg,13164,"['Outdoor0', 'LivingRoom0', 'Other0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25
3169,D:/Dataset/cubicasa5k//high_quality/13201/model.svg,13201,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
3172,D:/Dataset/cubicasa5k//high_quality/13245/model.svg,13245,"['Storage0', 'Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Other0', 'Entry0', 'Bedroom0', 'Bath0', 'Bath1', 'Storage1', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,2,0.16666666666666666
3173,D:/Dataset/cubicasa5k//high_quality/13261/model.svg,13261,"['LivingRoom0', 'Bath0', 'Other0', 'Kitchen0', 'Other1', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,2,0.3333333333333333
3174,D:/Dataset/cubicasa5k//high_quality/13282/model.svg,13282,"['Outdoor0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Entry0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
3175,D:/Dataset/cubicasa5k//high_quality/13290/model.svg,13290,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
3176,D:/Dataset/cubicasa5k//high_quality/13294/model.svg,13294,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Dining0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
3177,D:/Dataset/cubicasa5k//high_quality/13325/model.svg,13325,"['Other0', 'Entry0', 'Other1', 'Outdoor0', 'Kitchen0', 'Storage0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857
3178,D:/Dataset/cubicasa5k//high_quality/13338/model.svg,13338,"['Outdoor0', 'Dining0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
3179,D:/Dataset/cubicasa5k//high_quality/13346/model.svg,13346,"['LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bedroom2', 'Bath0', 'Storage0', 'Storage1', 'Other0', 'Other1', 'Other2', 'Other3', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,5,0.35714285714285715
3180,D:/Dataset/cubicasa5k//high_quality/13355/model.svg,13355,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
3181,D:/Dataset/cubicasa5k//high_quality/13372/model.svg,13372,"['Storage0', 'Bath0', 'Kitchen0', 'Other0', 'Other1', 'Other2', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855
3182,D:/Dataset/cubicasa5k//high_quality/13379/model.svg,13379,"['Bedroom0', 'Outdoor0', 'Other0', 'Other1', 'Other2', 'Other3', 'Bath0', 'Other4', 'Storage0', 'Outdoor1', 'Bedroom1', 'Garage0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Outdoor2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,5,0.3125
3183,D:/Dataset/cubicasa5k//high_quality/13380/model.svg,13380,"['Storage0', 'Bath0', 'Other0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222
3185,D:/Dataset/cubicasa5k//high_quality/13406/model.svg,13406,"['Bedroom0', 'Other0', 'Kitchen0', 'Entry0', 'Other1', 'LivingRoom0', 'Outdoor0', 'Bedroom1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333
3187,D:/Dataset/cubicasa5k//high_quality/13426/model.svg,13426,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,1,0.2
3188,D:/Dataset/cubicasa5k//high_quality/13435/model.svg,13435,"['LivingRoom0', 'Bedroom0', 'Entry0', 'Outdoor0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Storage0', 'Storage1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,0,0.0
3189,D:/Dataset/cubicasa5k//high_quality/13442/model.svg,13442,"['Storage0', 'Bath0', 'Bedroom0', 'Bedroom1', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Dining0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
3190,D:/Dataset/cubicasa5k//high_quality/13457/model.svg,13457,"['LivingRoom0', 'Kitchen0', 'Storage0', 'Bedroom0', 'Entry0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666
3191,D:/Dataset/cubicasa5k//high_quality/13474/model.svg,13474,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857
3192,D:/Dataset/cubicasa5k//high_quality/13486/model.svg,13486,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
